2024_09_21,Hydro Run-of-River,0.05791787
2024_09_21,Hydro water reservoir,0.0026088206
2024_09_21,Biomass,0.10161048
2024_09_21,Wind offshore,0.04361044
2024_09_21,Wind onshore,0.18411699
2024_09_21,Solar,0.304133
2024_09_21,Geothermal,0.00040056693
2024_09_21,Fossil brown coal / lignite,0.16628663
2024_09_21,Fossil hard coal,0.030463628
2024_09_21,Fossil oil,0.009952547
2024_09_21,Fossil gas,0.07025328
2024_09_21,Others,0.0038105214
2024_09_21,Waste non-renewable,0.013095457
2024_09_20,Waste renewable,0.009334577
2024_09_20,Hydro Run-of-River,0.048131414
2024_09_20,Hydro water reservoir,0.0021086142
2024_09_20,Biomass,0.08239432
2024_09_20,Wind offshore,0.0632751
2024_09_20,Wind onshore,0.29260564
2024_09_20,Solar,0.24696624
2024_09_20,Geothermal,0.0003250433
2024_09_20,Fossil brown coal / lignite,0.1356014
2024_09_20,Fossil hard coal,0.036221493
2024_09_20,Fossil oil,0.0074426588
2024_09_20,Fossil gas,0.06211661
2024_09_20,Others,0.0030670755
2024_09_20,Waste non-renewable,0.01040972
2024_09_19,Waste renewable,0.009882789
2024_09_19,Hydro Run-of-River,0.049194705
2024_09_19,Hydro water reservoir,0.0026730753
2024_09_19,Biomass,0.08265452
2024_09_19,Wind offshore,0.040197317
2024_09_19,Wind onshore,0.2917784
2024_09_19,Solar,0.21952946
2024_09_19,Geothermal,0.00032886415
2024_09_19,Fossil brown coal / lignite,0.16040981
2024_09_19,Fossil hard coal,0.048916433
2024_09_19,Fossil oil,0.00963825
2024_09_19,Fossil gas,0.07060461
2024_09_19,Others,0.0031705876
2024_09_19,Waste non-renewable,0.011021165
2024_09_18,Waste renewable,0.010947414
2024_09_18,Hydro Run-of-River,0.049157035
2024_09_18,Hydro water reservoir,0.003130263
2024_09_18,Biomass,0.08253516
2024_09_18,Wind offshore,0.02889539
2024_09_18,Wind onshore,0.25791493
2024_09_18,Solar,0.22180635
2024_09_18,Geothermal,0.0003317398
2024_09_18,Fossil brown coal / lignite,0.16644832
2024_09_18,Fossil hard coal,0.07601946
2024_09_18,Fossil oil,0.0084381
2024_09_18,Fossil gas,0.07904764
2024_09_18,Others,0.0031217567
2024_09_18,Waste non-renewable,0.012206324
2024_09_17,Waste renewable,0.011224159
2024_09_17,Hydro Run-of-River,0.050381865
2024_09_17,Hydro water reservoir,0.003289387
2024_09_17,Biomass,0.08407184
2024_09_17,Wind offshore,0.052315254
2024_09_17,Wind onshore,0.25327408
